date, time, chamber,TA,Null,CO2L,DiffP,TS,Null,SoilM,CO2Flow,CO2CChamb,DPCChamb,LCO2slope,ValveTime,CondWater,TBox,doorcnt
2014-02-12,00:01:10, 13 , 427.4 , 96.6 , 21.8 , 101.7 , 20.2 , 21.3 , 27 , 0 , 0.7 , 394.5 , 0 ,
2014-02-12,00:02:09, 1 ,-51.1 , 1 , 434.5 , 72.4 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.6 , 0.9896376 , 0 , 0 , 28.1 , 0 
2014-02-12,00:02:09, 2 ,-51.1 , 1 , 425.6 ,-5.5 , 1 , 1 ,-7.1 , 0 , 421.6 , 21.5 , 1.003841 , 0 , 0 , 28.1 , 0 
2014-02-12,00:02:09, 3 , 22.7 , 1 , 417.6 , 82.4 , 1 , 1 ,-7.1 , 0 , 418 , 20.6 , 0.5104966 , 0 , 3.36 , 25.9 , 0 
2014-02-12,00:02:09, 4 , 26.2 , 1 , 418.4 , 73.3 , 1 , 1 ,-7.1 , 0 , 419.2 , 22.3 , 1.013099 , 0 , 0 , 27.5 , 0 
2014-02-12,00:02:09, 5 , 148.4 , 1 , 430.3 ,-10.6 , 1 , 1 ,-7.1 , 0 , 427.4 , 20.7 , 1.017218 , 0 , 9.2 , 27.5 , 0 
2014-02-12,00:02:09, 6 , 25.4 , 1 , 420.6 , 76.1 , 1 , 1 ,-7.1 , 0 , 427.4 , 22 , 0.4867572 , 0 , 0 , 27.2 , 0 
2014-02-12,00:02:09, 7 , 22.8 , 1 , 458.9 ,-13.3 , 1 , 1 ,-7.1 , 0 , 460.3 , 19.9 , 0.5020257 , 0 , 4.2 , 25.1 , 0 
2014-02-12,00:02:09, 8 ,-51.1 , 1 , 431.1 , 75.1 , 1 , 1 ,-7.1 , 0 , 431 , 25.5 , 0.4784756 , 0 , 0 , 25.5 , 0 
2014-02-12,00:02:09, 9 ,-51.1 , 1 , 417.7 ,-2.7 , 1 , 1 ,-7.1 , 0 , 416.9 , 20.1 , 0.9944625 , 0 , 0 , 24.9 , 0 
2014-02-12,00:02:09, 10 , 25.1 , 1 , 410 ,-3.4 , 1 , 1 ,-7.1 , 0 , 408.6 , 21.7 , 1.035327 , 0 , 0 , 28 , 0 
2014-02-12,00:02:09, 11 , 22.4 , 1 , 434.4 , 59.6 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.1 , 1.014871 , 0 , 4.5 , 28.3 , 0 
2014-02-12,00:02:09, 12 , 65.9 , 1 , 428.4 ,-4.3 , 1 , 1 ,-7.1 , 0 , 427.4 , 25.6 , 0.9893199 , 0 , 6.4 , 28 , 0 
2014-02-12,00:02:09, 13 , 394.5 , 96.9 , 21.8 , 101.7 , 20.3 , 21.4 , 27 , 0 , 0.5 , 394.5 , 0 ,
2014-02-12,00:03:09, 1 ,-51.1 , 1 , 434.5 , 72.2 , 1 , 1 ,-7.1 , 0 , 433.3 , 21.4 , 0.988271 , 0 , 4.66 , 28 , 0 
2014-02-12,00:03:09, 2 ,-51.1 , 1 , 425.6 ,-5.5 , 1 , 1 ,-7.1 , 0 , 421.6 , 21.5 , 1.003841 , 0 , 0 , 28 , 0 
2014-02-12,00:03:09, 3 , 22.7 , 1 , 418.1 , 82.3 , 1 , 1 ,-7.1 , 0 , 418 , 20.6 , 0.5104966 , 0 , 6.72 , 25.9 , 0 
2014-02-12,00:03:09, 4 , 26.1 , 1 , 418.4 , 73.4 , 1 , 1 ,-7.1 , 0 , 419.2 , 22.3 , 1.013099 , 0 , 0 , 27.5 , 0 
2014-02-12,00:03:09, 5 , 148.4 , 1 , 430.3 ,-10.6 , 1 , 1 ,-7.1 , 0 , 427.4 , 20.7 , 1.017218 , 0 , 4.6 , 27.5 , 0 
2014-02-12,00:03:09, 6 , 25.4 , 1 , 421.5 , 76.3 , 1 , 1 ,-7.1 , 0 , 427.4 , 22 , 0.4867572 , 0 , 0 , 27.2 , 0 
2014-02-12,00:03:09, 7 , 22.8 , 1 , 458.9 ,-13.3 , 1 , 1 ,-7.1 , 0 , 460.3 , 19.9 , 0.5020257 , 0 , 0 , 25.1 , 0 
2014-02-12,00:03:09, 8 ,-51.1 , 1 , 431.1 , 75.2 , 1 , 1 ,-7.1 , 0 , 431 , 25.5 , 0.4784756 , 0 , 0 , 25.4 , 0 
2014-02-12,00:03:09, 9 ,-51.1 , 1 , 417.7 ,-2.7 , 1 , 1 ,-7.1 , 0 , 416.9 , 20.1 , 0.9944625 , 0 , 4.58 , 24.9 , 0 
2014-02-12,00:03:09, 10 , 25.1 , 1 , 410 ,-3.4 , 1 , 1 ,-7.1 , 0 , 408.6 , 21.7 , 1.035327 , 0 , 0 , 27.9 , 0 
2014-02-12,00:03:09, 11 , 22.4 , 1 , 434.4 , 59.4 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.1 , 1.014871 , 0 , 4.5 , 28.3 , 0 
2014-02-12,00:03:09, 12 , 65.8 , 1 , 429.4 ,-4.5 , 1 , 1 ,-7.1 , 0 , 427.4 , 25.6 , 0.9893199 , 0 , 0 , 28 , 0 
2014-02-12,00:03:09, 13 , 433.3 , 97 , 21.8 , 101.7 , 20.3 , 21.4 , 27 , 0 , 0.4 , 394.5 , 0 ,
2014-02-12,00:04:10, 1 ,-51.1 , 1 , 433.9 , 72.4 , 1 , 1 ,-7.1 , 0 , 433.3 , 21.4 , 0.988271 , 0 , 4.66 , 28 , 0 
2014-02-12,00:04:10, 2 ,-51.1 , 1 , 425.6 ,-5.5 , 1 , 1 ,-7.1 , 0 , 425.1 , 21.6 , 1.003926 , 0 , 4.15 , 28 , 0 
2014-02-12,00:04:10, 3 , 22.7 , 1 , 418.6 , 82.3 , 1 , 1 ,-7.1 , 0 , 418 , 20.6 , 0.5104966 , 0 , 3.36 , 25.9 , 0 
2014-02-12,00:04:10, 4 , 26.2 , 1 , 418.4 , 73.3 , 1 , 1 ,-7.1 , 0 , 419.2 , 22.3 , 1.013099 , 0 , 0 , 27.5 , 0 
2014-02-12,00:04:10, 5 , 148.4 , 1 , 431.3 ,-10.6 , 1 , 1 ,-7.1 , 0 , 427.4 , 20.7 , 1.017218 , 0 , 4.6 , 27.5 , 0 
2014-02-12,00:04:10, 6 , 25.4 , 1 , 421 , 76.1 , 1 , 1 ,-7.1 , 0 , 427.4 , 22 , 0.4867572 , 0 , 0 , 27.2 , 0 
2014-02-12,00:04:10, 7 , 22.7 , 1 , 459.9 ,-13.5 , 1 , 1 ,-7.1 , 0 , 460.3 , 19.9 , 0.5020257 , 0 , 4.2 , 25.1 , 0 
2014-02-12,00:04:10, 8 ,-51.1 , 1 , 431.1 , 75.1 , 1 , 1 ,-7.1 , 0 , 431 , 25.5 , 0.4784756 , 0 , 0 , 25.4 , 0 
2014-02-12,00:04:10, 9 ,-51.1 , 1 , 417.7 ,-2.7 , 1 , 1 ,-7.1 , 0 , 416.9 , 20.1 , 0.9944625 , 0 , 0 , 24.9 , 0 
2014-02-12,00:04:10, 10 , 25.1 , 1 , 410 ,-3.4 , 1 , 1 ,-7.1 , 0 , 408.6 , 21.7 , 1.035327 , 0 , 0 , 27.9 , 0 
2014-02-12,00:04:10, 11 , 22.4 , 1 , 434.4 , 59.6 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.1 , 1.014871 , 0 , 0 , 28.3 , 0 
2014-02-12,00:04:10, 12 , 65.8 , 1 , 429.4 ,-4.5 , 1 , 1 ,-7.1 , 0 , 427.4 , 25.6 , 0.9893199 , 0 , 0 , 28 , 0 
2014-02-12,00:04:10, 13 , 425.1 , 97.2 , 21.8 , 101.7 , 20.3 , 21.3 , 27 , 0 , 0 , 394.5 , 0 ,
2014-02-12,00:05:10, 1 ,-51.1 , 1 , 433.9 , 72.4 , 1 , 1 ,-7.1 , 0 , 433.3 , 21.4 , 0.988271 , 0 , 4.66 , 28 , 0 
2014-02-12,00:05:10, 2 ,-51.1 , 1 , 425.7 ,-5.5 , 1 , 1 ,-7.1 , 0 , 425.1 , 21.6 , 1.003926 , 0 , 0 , 28 , 0 
2014-02-12,00:05:10, 3 , 22.7 , 1 , 418.1 , 82.3 , 1 , 1 ,-7.1 , 0 , 418 , 21.1 , 0.5104356 , 0 , 3.36 , 25.9 , 0 
2014-02-12,00:05:10, 4 , 26.1 , 1 , 418.4 , 73.4 , 1 , 1 ,-7.1 , 0 , 419.2 , 22.3 , 1.013099 , 0 , 0 , 27.4 , 0 
2014-02-12,00:05:10, 5 , 148.4 , 1 , 431.3 ,-10.6 , 1 , 1 ,-7.1 , 0 , 427.4 , 20.7 , 1.017218 , 0 , 9.2 , 27.5 , 0 
2014-02-12,00:05:10, 6 , 25.3 , 1 , 420.1 , 76.1 , 1 , 1 ,-7.1 , 0 , 427.4 , 22 , 0.4867572 , 0 , 0 , 27.2 , 0 
2014-02-12,00:05:10, 7 , 22.7 , 1 , 461.4 ,-13.3 , 1 , 1 ,-7.1 , 0 , 460.3 , 19.9 , 0.5020257 , 0 , 0 , 25.1 , 0 
2014-02-12,00:05:10, 8 ,-51.1 , 1 , 431.6 , 75.2 , 1 , 1 ,-7.1 , 0 , 431 , 25.5 , 0.4784756 , 0 , 4.31 , 25.4 , 0 
2014-02-12,00:05:10, 9 ,-51.1 , 1 , 418.7 ,-2.7 , 1 , 1 ,-7.1 , 0 , 416.9 , 20.1 , 0.9944625 , 0 , 4.58 , 24.9 , 0 
2014-02-12,00:05:10, 10 , 25.1 , 1 , 410 ,-3.4 , 1 , 1 ,-7.1 , 0 , 408.6 , 21.7 , 1.035327 , 0 , 0 , 27.9 , 0 
2014-02-12,00:05:10, 11 , 22.4 , 1 , 434.4 , 59.8 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.1 , 1.014871 , 0 , 4.5 , 28.3 , 0 
2014-02-12,00:05:10, 12 , 65.8 , 1 , 430.4 ,-4.5 , 1 , 1 ,-7.1 , 0 , 427.4 , 25.6 , 0.9893199 , 0 , 0 , 27.9 , 0 
2014-02-12,00:05:10, 13 , 418 , 97 , 21.8 , 101.7 , 20.3 , 21.3 , 27 , 0 , 0 , 394.5 , 0 ,
2014-02-12,00:06:09, 1 ,-51.1 , 1 , 433.9 , 72.4 , 1 , 1 ,-7.1 , 0 , 433.3 , 21.4 , 0.988271 , 0 , 4.66 , 28 , 0 
2014-02-12,00:06:09, 2 ,-51.1 , 1 , 425.7 ,-5.7 , 1 , 1 ,-7.1 , 0 , 425.1 , 21.6 , 1.003926 , 0 , 0 , 28 , 0 
2014-02-12,00:06:09, 3 , 22.7 , 1 , 417.5 , 82.3 , 1 , 1 ,-7.1 , 0 , 418 , 21.1 , 0.5104356 , 0 , 3.36 , 25.8 , 0 
2014-02-12,00:06:09, 4 , 26.2 , 1 , 418.4 , 73.4 , 1 , 1 ,-7.1 , 0 , 418 , 22.3 , 1.012614 , 0 , 0 , 27.4 , 0 
2014-02-12,00:06:09, 5 , 148.3 , 1 , 431.3 ,-10.6 , 1 , 1 ,-7.1 , 0 , 427.4 , 20.7 , 1.017218 , 0 , 4.6 , 27.5 , 0 
2014-02-12,00:06:09, 6 , 25.3 , 1 , 420.1 , 76 , 1 , 1 ,-7.1 , 0 , 427.4 , 22 , 0.4867572 , 0 , 0 , 27.1 , 0 
2014-02-12,00:06:09, 7 , 22.7 , 1 , 460.4 ,-13.3 , 1 , 1 ,-7.1 , 0 , 460.3 , 19.9 , 0.5020257 , 0 , 4.2 , 25.1 , 0 
2014-02-12,00:06:09, 8 ,-51.1 , 1 , 430.6 , 75.1 , 1 , 1 ,-7.1 , 0 , 431 , 25.5 , 0.4784756 , 0 , 0 , 25.4 , 0 
2014-02-12,00:06:09, 9 ,-51.1 , 1 , 418.7 ,-2.7 , 1 , 1 ,-7.1 , 0 , 416.9 , 20.1 , 0.9944625 , 0 , 0 , 24.9 , 0 
2014-02-12,00:06:09, 10 , 25.1 , 1 , 410 ,-3.6 , 1 , 1 ,-7.1 , 0 , 408.6 , 21.7 , 1.035327 , 0 , 0 , 27.9 , 0 
2014-02-12,00:06:09, 11 , 22.4 , 1 , 434.4 , 59.8 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.1 , 1.014871 , 0 , 4.5 , 28.3 , 0 
2014-02-12,00:06:09, 12 , 65.8 , 1 , 430.4 ,-4.5 , 1 , 1 ,-7.1 , 0 , 427.4 , 25.6 , 0.9893199 , 0 , 0 , 27.9 , 0 
2014-02-12,00:06:09, 13 , 418 , 97.1 , 21.7 , 101.7 , 20.3 , 21.3 , 27 , 0 , 0 , 394.5 , 0 ,
2014-02-12,00:07:09, 1 ,-51.1 , 1 , 432.9 , 72.4 , 1 , 1 ,-7.1 , 0 , 433.3 , 21.4 , 0.988271 , 0 , 4.66 , 28 , 0 
2014-02-12,00:07:09, 2 ,-51.1 , 1 , 426.7 ,-5.5 , 1 , 1 ,-7.1 , 0 , 425.1 , 21.6 , 1.003926 , 0 , 4.15 , 28 , 0 
2014-02-12,00:07:09, 3 , 22.6 , 1 , 418 , 82.3 , 1 , 1 ,-7.1 , 0 , 418 , 21.1 , 0.5104356 , 0 , 6.72 , 25.8 , 0 
2014-02-12,00:07:09, 4 , 26.1 , 1 , 417.2 , 73.4 , 1 , 1 ,-7.1 , 0 , 418 , 22.3 , 1.012614 , 0 , 0 , 27.4 , 0 
2014-02-12,00:07:09, 5 , 148.1 , 1 , 431.3 ,-10.6 , 1 , 1 ,-7.1 , 0 , 427.4 , 20.7 , 1.017218 , 0 , 4.6 , 27.5 , 0 
2014-02-12,00:07:09, 6 , 25.3 , 1 , 420.1 , 76.3 , 1 , 1 ,-7.1 , 0 , 427.4 , 22 , 0.4867572 , 0 , 0 , 27.1 , 0 
2014-02-12,00:07:09, 7 , 22.7 , 1 , 459.9 ,-13.5 , 1 , 1 ,-7.1 , 0 , 460.3 , 19.9 , 0.5020257 , 0 , 0 , 25 , 0 
2014-02-12,00:07:09, 8 ,-51.1 , 1 , 431.1 , 75.4 , 1 , 1 ,-7.1 , 0 , 431 , 25.5 , 0.4784756 , 0 , 0 , 25.4 , 0 
2014-02-12,00:07:09, 9 ,-51.1 , 1 , 419.7 ,-2.9 , 1 , 1 ,-7.1 , 0 , 416.9 , 20.1 , 0.9944625 , 0 , 4.58 , 24.9 , 0 
2014-02-12,00:07:09, 10 , 25.1 , 1 , 410 ,-3.6 , 1 , 1 ,-7.1 , 0 , 408.6 , 21.7 , 1.035327 , 0 , 0 , 27.9 , 0 
2014-02-12,00:07:09, 11 , 22.4 , 1 , 434.4 , 59.8 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.1 , 1.014871 , 0 , 0 , 28.2 , 0 
2014-02-12,00:07:09, 12 , 65.7 , 1 , 430.4 ,-4.5 , 1 , 1 ,-7.1 , 0 , 427.4 , 25.6 , 0.9893199 , 0 , 0 , 27.9 , 0 
2014-02-12,00:07:09, 13 , 395.7 , 97.3 , 21.8 , 101.7 , 20.3 , 21.3 , 26.9 , 0 , 0 , 395.7 , 0 ,
2014-02-12,00:08:10, 1 ,-51.1 , 1 , 433.9 , 72.4 , 1 , 1 ,-7.1 , 0 , 433.3 , 21.4 , 0.988271 , 0 , 4.66 , 28 , 0 
2014-02-12,00:08:10, 2 ,-51.1 , 1 , 426.7 ,-5.5 , 1 , 1 ,-7.1 , 0 , 425.1 , 21.6 , 1.003926 , 0 , 0 , 27.9 , 0 
2014-02-12,00:08:10, 3 , 22.6 , 1 , 418 , 82.3 , 1 , 1 ,-7.1 , 0 , 418 , 21.1 , 0.5104356 , 0 , 3.36 , 25.8 , 0 
2014-02-12,00:08:10, 4 , 26.2 , 1 , 418.2 , 73.4 , 1 , 1 ,-7.1 , 0 , 418 , 22.3 , 1.012614 , 0 , 5.16 , 27.4 , 0 
2014-02-12,00:08:10, 5 , 147.6 , 1 , 432.3 ,-10.6 , 1 , 1 ,-7.1 , 0 , 431 , 21.3 , 1.017033 , 0 , 4.6 , 27.4 , 0 
2014-02-12,00:08:10, 6 , 25.4 , 1 , 419.6 , 76.1 , 1 , 1 ,-7.1 , 0 , 427.4 , 22 , 0.4867572 , 0 , 0 , 27.1 , 0 
2014-02-12,00:08:10, 7 , 22.7 , 1 , 458.3 ,-13.3 , 1 , 1 ,-7.1 , 0 , 460.3 , 19.9 , 0.5020257 , 0 , 0 , 25 , 0 
2014-02-12,00:08:10, 8 ,-51.1 , 1 , 431.1 , 75.2 , 1 , 1 ,-7.1 , 0 , 431 , 25.5 , 0.4784756 , 0 , 0 , 25.4 , 0 
2014-02-12,00:08:10, 9 ,-51.1 , 1 , 418.7 ,-2.9 , 1 , 1 ,-7.1 , 0 , 416.9 , 20.1 , 0.9944625 , 0 , 0 , 24.8 , 0 
2014-02-12,00:08:10, 10 , 25.1 , 1 , 410 ,-3.4 , 1 , 1 ,-7.1 , 0 , 408.6 , 21.7 , 1.035327 , 0 , 0 , 27.9 , 0 
2014-02-12,00:08:10, 11 , 22.4 , 1 , 433.4 , 59.9 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.1 , 1.014871 , 0 , 0 , 28.2 , 0 
2014-02-12,00:08:10, 12 , 65.8 , 1 , 430.4 ,-4.5 , 1 , 1 ,-7.1 , 0 , 427.4 , 25.6 , 0.9893199 , 0 , 6.4 , 27.9 , 0 
2014-02-12,00:08:10, 13 , 431 , 97.3 , 21.8 , 101.7 , 20.3 , 21.3 , 26.9 , 0 , 0 , 395.7 , 0 ,
2014-02-12,00:09:10, 1 ,-51.1 , 1 , 433.9 , 72.4 , 1 , 1 ,-7.1 , 0 , 433.3 , 21.4 , 0.988271 , 0 , 4.66 , 28 , 0 
2014-02-12,00:09:10, 2 ,-51.1 , 1 , 426.7 ,-5.5 , 1 , 1 ,-7.1 , 0 , 425.1 , 21.6 , 1.003926 , 0 , 0 , 27.9 , 0 
2014-02-12,00:09:10, 3 , 22.6 , 1 , 418 , 82.3 , 1 , 1 ,-7.1 , 0 , 418 , 21.1 , 0.5104356 , 0 , 3.36 , 25.8 , 0 
2014-02-12,00:09:10, 4 , 26.1 , 1 , 417.2 , 73.4 , 1 , 1 ,-7.1 , 0 , 418 , 22.3 , 1.012614 , 0 , 0 , 27.4 , 0 
2014-02-12,00:09:10, 5 , 148.2 , 1 , 432.2 ,-10.4 , 1 , 1 ,-7.1 , 0 , 431 , 21.3 , 1.017033 , 0 , 4.6 , 27.4 , 0 
2014-02-12,00:09:10, 6 , 25.4 , 1 , 421 , 76.3 , 1 , 1 ,-7.1 , 0 , 426.3 , 21.8 , 0.4901225 , 0 , 0 , 27.1 , 0 
2014-02-12,00:09:10, 7 , 22.7 , 1 , 458.3 ,-13.3 , 1 , 1 ,-7.1 , 0 , 460.3 , 19.9 , 0.5020257 , 0 , 4.2 , 25 , 0 
2014-02-12,00:09:10, 8 ,-51.1 , 1 , 431.1 , 75.4 , 1 , 1 ,-7.1 , 0 , 431 , 25.5 , 0.4784756 , 0 , 4.31 , 25.4 , 0 
2014-02-12,00:09:10, 9 ,-51.1 , 1 , 419.7 ,-2.9 , 1 , 1 ,-7.1 , 0 , 416.9 , 20.1 , 0.9944625 , 0 , 0 , 24.8 , 0 
2014-02-12,00:09:10, 10 , 25.1 , 1 , 410 ,-3.4 , 1 , 1 ,-7.1 , 0 , 408.6 , 21.7 , 1.035327 , 0 , 0 , 27.9 , 0 
2014-02-12,00:09:10, 11 , 22.4 , 1 , 433.4 , 59.9 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.1 , 1.014871 , 0 , 4.5 , 28.2 , 0 
2014-02-12,00:09:10, 12 , 65.7 , 1 , 431.3 ,-4.5 , 1 , 1 ,-7.1 , 0 , 427.4 , 25.6 , 0.9893199 , 0 , 0 , 27.9 , 0 
2014-02-12,00:09:10, 13 , 426.3 , 97.5 , 21.8 , 101.7 , 20.3 , 21.3 , 27 , 0 , 0 , 395.7 , 0 ,
2014-02-12,00:10:09, 1 ,-51.1 , 1 , 433.9 , 72.4 , 1 , 1 ,-7.1 , 0 , 433.3 , 21.4 , 0.988271 , 0 , 4.66 , 27.9 , 0 
2014-02-12,00:10:09, 2 ,-51.1 , 1 , 427.7 ,-5.5 , 1 , 1 ,-7.1 , 0 , 425.1 , 21.6 , 1.003926 , 0 , 4.15 , 27.9 , 0 
2014-02-12,00:10:09, 3 , 22.6 , 1 , 418 , 82.3 , 1 , 1 ,-7.1 , 0 , 418 , 21.1 , 0.5104356 , 0 , 6.72 , 25.8 , 0 
2014-02-12,00:10:09, 4 , 26.2 , 1 , 417.2 , 73.4 , 1 , 1 ,-7.1 , 0 , 418 , 22.3 , 1.012614 , 0 , 0 , 27.4 , 0 
2014-02-12,00:10:09, 5 , 148.4 , 1 , 432.2 ,-10.4 , 1 , 1 ,-7.1 , 0 , 431 , 21.3 , 1.017033 , 0 , 9.2 , 27.4 , 0 
2014-02-12,00:10:09, 6 , 25.4 , 1 , 424 , 76.1 , 1 , 1 ,-7.1 , 0 , 426.3 , 21.8 , 0.4901225 , 0 , 4.06 , 27.1 , 0 
2014-02-12,00:10:09, 7 , 22.7 , 1 , 457.8 ,-13.3 , 1 , 1 ,-7.1 , 0 , 462.7 , 19.9 , 0.5038131 , 0 , 0 , 25 , 0 
2014-02-12,00:10:09, 8 ,-51.1 , 1 , 431.1 , 75.2 , 1 , 1 ,-7.1 , 0 , 431 , 25.5 , 0.4784756 , 0 , 0 , 25.3 , 0 
2014-02-12,00:10:09, 9 ,-51.1 , 1 , 419.7 ,-2.9 , 1 , 1 ,-7.1 , 0 , 416.9 , 20.1 , 0.9944625 , 0 , 4.58 , 24.8 , 0 
2014-02-12,00:10:09, 10 , 25.1 , 1 , 410 ,-3.4 , 1 , 1 ,-7.1 , 0 , 408.6 , 21.7 , 1.035327 , 0 , 0 , 27.9 , 0 
2014-02-12,00:10:09, 11 , 22.4 , 1 , 433.4 , 59.9 , 1 , 1 ,-7.1 , 0 , 434.5 , 20.1 , 1.014871 , 0 , 0 , 28.2 , 0 
2014-02-12,00:10:09, 12 , 65.7 , 1 , 431.3 ,-4.5 , 1 , 1 ,-7.1 , 0 , 427.4 , 25.6 , 0.9893199 , 0 , 0 , 27.8 , 0 
2014-02-12,00:10:09, 13 , 462.7 , 97.5 , 21.8 , 101.7 , 20.3 , 21.3 , 27 , 0 , 0 , 395.7 , 0 ,
2014-02-12,00:11:09, 1 ,-51.1 , 1 , 432.9 , 72.5 , 1 , 1 ,-7.1 , 0 , 433.3 , 21.4 , 0.988271 , 0 , 0 , 27.9 , 0 
2014-02-12,00:11:09, 2 ,-51.1 , 1 , 427.7 ,-5.5 , 1 , 1 ,-7.1 , 0 , 425.1 , 21.6 , 1.003926 , 0 , 0 , 27.9 , 0 
2014-02-12,00:11:09, 3 , 22.6 , 1 , 418 , 82.3 , 1 , 1 ,-7.1 , 0 , 418 , 21.1 , 0.5104356 , 0 , 3.36 , 25.7 , 0 
